pvalue_cutoff,fc_cutoff
2.8587764436821e-05,2.04603308380678
#######
Gene,P-value,Fold_Change
BCL2,0.397898680401164,-0.130742775629148
BCL2L1,0.00358010381322769,0.248509453271993
BCL2L11,2.67158436503663e-17,1.87892996851444
BCL6,4.93440532006218e-06,1.32935866971309
BCR,2.2713718994716e-05,-0.609325972487362
BECN1,0.53101314575219,0.0743703761511867
BEST1,0.0463853903475218,0.598398130218271
BFAR,8.04163527074649e-18,0.727329051491896
BHLHE40,0.0930486762664416,0.251010559671577
BID,6.88803535891322e-06,0.563806132435296
BIK,2.53535483927773e-08,2.84537257167664
BIRC2,6.64285202603219e-10,0.514605881295434
BIRC3,0.000161639534514793,2.26488877509354
BIRC5,1.27057742104399e-23,6.58113981772332
BIRC6,1.0192906616836e-05,0.3043633591972
BIRC7,2.40493749938989e-07,2.98268308202127
BLK,0.000117408603422211,2.99123844636174
BLM,8.3138827480407e-25,2.54414745324788
BLZF1,0.111359440333572,-0.11403047229755
BMI1,1.50032673963425e-06,-0.795356264240365
BMPR1A,2.76005300972222e-05,0.529882784829496
BMPR1B,0.434992070226752,-0.229267496909717
BMPR2,3.55402653385876e-06,-1.17684569741603
BNIP1,7.33018810983118e-06,0.741441006295796
BORA,3.75000465299164e-34,2.01804407449907
BRAF,6.87850010237354e-05,-0.936556252588399
BRAP,0.987550163263627,0.000932673895285063
BRAT1,1.83633101441157e-13,1.44818151654848
BRCA1,6.16393659308135e-24,1.92176108785171
BRCA2,3.07374212699569e-23,4.00683586853965
BRD2,0.00205400411583573,0.347415602353202
BRD3,0.485714099374547,-0.0681154154132564
BRD4,0.240810328564309,-0.298128501472231
BRF1,0.00332524156152447,-0.434052638870851
BRIP1,3.45574481461988e-15,2.50021256888266
BRMS1,5.6647911544949e-29,1.41368571409662
BSG,0.483874343391783,0.0713922368364877
BST2,1.03693124363619e-11,2.42111264122265
BTG1,1.53122816325071e-34,1.66768483194929
BTG2,6.96228162256164e-24,2.49679988171229
BTK,5.60092854207301e-21,2.73346131157459
BTRC,1.92350005851987e-06,-1.69159739273914
BUB1,5.84444567240325e-26,5.37894942197938
BUB1B,2.89236138212465e-22,4.5571976641659
C10orf90,0.459656136062022,-0.286553047591227
C6orf106,1.20377962236946e-07,-1.33736774994326
C7orf50,0.00479810191130482,0.404266794549752
C9orf78,0.760631816050662,0.0320285104805151
CABIN1,4.86518366214896e-05,0.462219159491106
CACYBP,0.000140649599281399,-1.31991122837756
CALCOCO1,0.00206550680862054,-0.394977476266526
CAMK1,0.00916649163230062,-0.482806765760927
CAMKK2,4.22532094639348e-05,-2.77232214900475
CAND2,2.51517748825312e-09,-0.720595525037492
CAPRIN1,5.32671625348823e-06,0.516100535747125
CAPZA1,6.75865477317901e-17,0.714914374237296
CARD9,4.47380974025066e-05,1.16695096769499
CARM1,0.00916396735494524,-0.292020027754067
CASC3,0.059924949217085,-0.166328637163883
CASP1,1.78285585791082e-24,2.86930978017062
CASP10,0.000376843841034236,1.07102170507896
CASP3,1.86112765294417e-37,1.58164489031649
CASP7,0.0224476755448815,0.862690417187522
CASP8,2.34407830939981e-31,2.94279642966932
CASP9,0.136253192565385,0.256607840841765
CASR,0.0145117236959252,1.33890024516535
CAV1,1.17841337310102e-14,3.49441522530237
CBL,3.40625319573495e-08,0.388307219529672
CBLB,2.14039165678438e-09,1.01243269200458
CBLC,0.351857934528707,-0.384124646808017
CBLL1,0.977177869987516,0.00242244613290765
CBX1,0.821114880615505,-0.0242643126417477
CBX5,0.157403467850981,0.1426976197755
CCAR1,0.22177525099812,0.0992126344076105
CCDC6,3.21029693859188e-05,-1.24338887738844
CCDC69,0.0658124526949555,-0.271449839253888
CCDC88C,0.00626192701202732,0.564117407341447
CCNA2,6.32207205355509e-17,2.45363303392751
CCNB1,2.79371704997764e-22,2.0415721301447
CCNB1IP1,0.499251551490741,0.0556235603042019
CCND1,3.3117380330064e-09,1.95121270330237
CCND2,1.6580690909666e-11,1.28780785681573
CCND3,0.343294168588712,0.211734317550455
CCNE1,0.000373239784673221,0.750195420259653
CCNE2,5.17436335325968e-12,1.88726834469921
CCNF,0.0145664370513756,0.38035255738516
CCNG2,1.82021956224404e-08,-0.939003824846477
CCNK,0.016518107602912,0.364548496135766
CCP110,0.0175733045895055,-1.07634381550541
CCS,1.78843570796779e-05,0.528447715975705
CCT4,0.940646589504359,0.00936782335869424
CD247,0.449263412506588,-0.231871625138776
CD274,6.8388611659267e-06,1.41717692770659
CD3D,1.41471727179565e-05,3.00636534552301
CD4,1.00874679692177e-19,2.79543541112532
CD40LG,0.00110249357854822,2.30431597231635
CD44,3.20624807979226e-26,4.98477893970532
CD5,0.0500430154082616,1.02702876709751
CD74,1.46879336788881e-17,3.33724589533244
CD82,1.08965324030563e-14,2.40331570531039
CD83,0.0338405789067785,0.394122625191152
CD86,2.20004568421124e-21,3.34975904046886
CD8A,0.048019792032967,-0.641711590770283
CDC14A,0.16241481038681,0.291981893307732
CDC20,5.20544505804523e-19,5.34410569600596
CDC25A,1.53467977585803e-15,2.78600685162773
CDC25B,1.32379365864648e-06,0.935651495357408
CDC25C,5.2678650167146e-24,4.72837524052635
CDC34,0.000747782652819254,0.365469460389885
CDC42,0.00103066616843689,0.573470263956196
CDC6,1.03587482841755e-08,1.19292185675034
CDCA3,7.1185669636415e-31,2.88586640541527
CDCP1,4.86417138654129e-12,3.18959655760548
CDH1,0.0116473547678513,1.11569370930717
CDH13,0.000836893824895246,-1.55838567458913
CDK1,1.2054128736786e-25,4.33432793039688
CDK2,5.5980902517839e-31,3.14696768857245
CDK8,0.622003538957365,-0.0331905564266783
CDK9,0.0169779682376228,-0.261732601201011
CDKN1A,3.64710424051912e-17,2.94965470684925
CDKN1B,0.000798964766306485,-0.534137092529456
CDKN1C,0.468965549494812,0.283292277376717
CDKN2A,3.15290291968553e-07,4.83941683276928
CDT1,1.64735642020521e-07,2.44071797974054
CEBPA,2.32782559642945e-11,1.60179155579159
CEBPB,3.05377780208579e-08,1.4911923687421
CEBPD,1.25456071706525e-13,2.31347755514651
CENPF,2.85384021739501e-19,4.78637080171128
CENPI,3.69024102381463e-18,2.49793963159909
CEP131,0.00545075170922551,0.538653049284582
CEP290,0.0023474255196176,-0.717579121378403
CEP68,9.92878005085819e-06,-0.753778185986498
CEP97,0.000140007521340402,-0.47346720936379
CFLAR,3.29689388708272e-06,1.26891787802062
CFTR,0.0622969236568685,-0.727146550066877
CGRRF1,4.94926879822252e-06,-0.480977275313384
CHD1L,4.63249401531305e-11,0.774963772509953
CHEK1,7.56799136599553e-25,2.67208319121653
CHEK2,5.02500282741409e-30,2.20118909247738
CHFR,0.0687504025156738,0.379139213185825
CHUK,0.00665451557132787,0.175469723264307
CIC,0.0088245724877648,-0.593414079807811
CIITA,4.85045408109603e-10,2.58000187295424
CISD1,0.000204547271564533,-1.70833603495729
CISH,1.59823503587657e-10,2.62084195123922
CKAP2,8.86370749269207e-13,0.958052807693036
CKB,0.000255093003684784,-0.863581370328426
CKM,9.28359085114084e-10,5.31806409642605
CKMT1A,3.95890629880742e-06,-3.97111898790926
CLCN5,2.58987576680556e-14,0.910975176842499
CLEC1B,0.0487617907735162,3.54086118700883
CLSPN,4.11982841087177e-07,2.23028482343801
CLU,2.74504330331909e-06,0.791382197870728
CLUAP1,1.60693718636722e-05,-0.38431131175426
CNOT4,6.58537428607219e-06,0.340312761115115
COMMD1,0.00623082743001139,0.17323903572084
COPE,1.56782017137695e-10,0.948790703014449
COPS5,0.0154399435921992,0.261990373030329
CORO1A,3.15214457131732e-07,0.662293277299469
CORO7,1.23938442774849e-10,0.709040024182105
CPEB1,1.74904248053707e-06,-1.88076311175543
CPSF6,0.433457350352674,0.471221558304155
CRBN,7.34825133738945e-06,-0.795916135361843
CREB3L1,0.000131899190611743,1.09928987962256
CREB3L2,8.65521945189441e-17,1.80456600388847
CREBBP,0.0133727634632908,-0.349723389177647
CREBZF,6.08207964323451e-06,0.72425284834079
CREM,3.11964463821952e-05,0.420763174117514
CRKL,0.0535670110384235,-0.109474332886833
CRLS1,1.6644114674683e-16,0.792442095550495
CRTC1,1.55921042106445e-05,-2.47369329496465
CRTC2,0.000240653559923845,0.557438008088411
CRTC3,0.00838055428595831,0.409761658503257
CRY1,1.94121260765211e-23,1.26273592253123
CRY2,4.31602124835715e-07,-1.65136064376498
CSE1L,0.0246292880284534,0.311620187422939
CSF1R,7.05232626199723e-18,2.60731815935997
CSF3R,2.40352394200536e-12,2.32504322150544
CSNK1D,0.0357276521269407,0.261373632880581
CSNK2A2,0.0938197373165778,0.12044021614312
CSNK2B,1.49135862014629e-14,0.59193276726085
CTBP1,0.0249700361406986,-0.202499798054522
CTBP2,0.0024687514701939,0.338718057187346
CTNNB1,1.63988243276152e-09,0.809074743073467
CTTN,0.00664351523568722,0.242345842303017
CUEDC1,2.83290320966989e-11,1.58330130676539
CXCR4,3.07122941022046e-22,4.46710961756992
CYBB,3.24861184333241e-22,3.33536226449472
CYGB,4.33485228454999e-09,-1.90053689373755
CYLD,0.000366081830046652,-0.586896057828906
CYP3A4,0.915253143825798,0.0541366192800226
DAB1,5.11672105990565e-06,-1.34640820846991
DAND5,8.83702103858717e-10,2.20784402097683
DAPK1,8.44580834250543e-08,-0.956103141367933
DAXX,1.21160497315413e-21,0.83553215075931
DBNDD1,0.00122207461814464,-1.23788475109472
DCAF11,0.000455868812506113,-0.649747424589059
DCAF12,1.12292441699496e-25,1.26757185369938
DCAF12L1,0.272674490170914,-1.09808266244479
DCAF15,1.00502598356655e-14,1.06392952532367
DCAF16,0.00248928277165684,0.404759422797845
DCAF4,0.191374458081513,-0.117592301411102
DCAF8,0.000667972051220811,0.321798327900385
DCC,7.17373586889992e-05,-0.711176649808586
DCPS,1.3863593643757e-20,0.922282569351049
DCTN1,3.13300086892228e-06,-1.13609940311798
DCTN6,0.00704599357023972,-0.519835260896237
DCUN1D1,2.93519684834693e-08,-0.669030545821137
DCX,0.0041501827704523,1.19220332206888
DDB1,0.0250868819736495,0.250588617136202
DDB2,6.95674758189899e-11,1.80371390201391
DDI1,0.951876149130676,0.0913694557187741
DDIT4,2.39222593609018e-10,1.54949186189849
DDX24,0.000426919981210563,-0.966456264737165
DDX3X,1.23924206000768e-05,0.555797529441129
DDX5,2.39137055684353e-08,0.840725440802789
DDX58,1.80653387818466e-10,1.44924277799933
DEK,1.54724797808267e-14,0.701466819403745
DEPDC5,6.93630007913396e-06,-0.376450745528896
DEPTOR,6.55382032662342e-05,-0.841489860633978
DES,0.000205045301792827,1.90816586006712
DET1,3.43657631582459e-07,0.339139182508791
DHFR,2.25454188324134e-14,1.55012868914324
DHX33,0.00070428276443547,0.177644138409992
DIABLO,8.55230567817203e-14,0.718373310872277
DIO2,0.161194707683105,-0.673643453881965
DISC1,2.26975557598471e-31,2.03202534568637
DLC1,0.097055373149472,0.277515667713978
DLEC1,1.13307509369677e-06,1.42697259575657
DLG1,1.60448818834793e-05,-0.674760021457569
DLG4,2.32517784311094e-07,-2.75590196880223
DLG5,1.68273973670737e-07,0.798086391961192
DLGAP5,4.06863217187892e-22,7.47833121153226
DLK1,0.00269007370027353,5.53195074667465
DLL1,8.76796151613133e-05,1.10784009360748
DLL3,2.6354969407344e-07,2.96545155948889
DLL4,0.070019517827156,0.59543306881115
DNA2,0.227253605796111,-0.265881745803506
DNM1L,0.000782719017425797,-0.992376001077101
DNMT1,1.26382918619271e-17,1.19536460754972
DPM1,0.0718474283577032,0.219131346582156
DRD4,0.172295000288823,-0.509865283758879
DTL,1.76385991938827e-08,5.35878137862605
DTNBP1,1.96777821502563e-06,-0.652283937168537
DTX1,0.0395753202666279,-0.492284810504547
DTX2,6.80132082717662e-07,1.16143884794789
DTX3,0.311593765378317,0.394993912634394
DTX3L,9.69941299049045e-10,2.20429848128689
DTX4,0.0126118413998296,-0.439416173060557
DTYMK,1.28465219210764e-37,2.13050742181217
DUSP1,2.48397820782793e-13,2.37412806865311
DUSP14,0.287919341163128,0.164981605876861
DUSP4,6.10431876268198e-09,2.2371574596902
DUSP6,4.47845344529054e-11,2.04360469259704
DUSP7,6.29784386573579e-05,-1.25231434571467
DVL1,0.000532422088380673,-0.71039355013637
DVL2,0.000680414189486924,0.987453781036727
DVL3,2.47550108534263e-10,0.71238851753397
DYNC1I1,2.40698404630877e-05,-3.40183129900212
DYNC1LI2,0.832153716513432,0.0175198472439462
DYRK1A,0.00576595873730256,-0.279899261698116
DYRK2,0.000136160442586658,0.414261566836228
DZIP3,1.94136845969873e-06,-1.54146914217595
E2F1,8.52783905350415e-06,1.42542574811377
E2F3,4.01520896121416e-08,0.558996038593577
E4F1,0.0436785952685889,0.296422099330101
EBNA1BP2,0.340775494179574,-0.149659171282821
ECSIT,0.00907153405030648,-0.257843340522815
EDAR,0.000280940038582654,2.70973611233431
EEF2K,0.0983389348841404,0.258707023537209
EGFR,9.16461347086632e-09,4.94575116753557
EGLN1,0.0132642648891111,-0.156522966473641
EGLN2,0.00140013474883389,0.433283127496647
EGLN3,0.0176556904866415,0.452415767643828
EGR2,5.76057163058204e-14,3.62932307346576
EI24,0.000153117367271862,0.448144073992193
EID1,0.0089927454667109,-0.742146227331435
EIF2AK4,0.000495531970758727,0.192471919002763
EIF3F,4.54916291678206e-06,0.436337950706914
EIF4E2,0.0037968131033147,-0.355907472627358
EIF4EBP1,3.90464416832517e-36,3.57643211239901
EIF5A,1.33136032498363e-09,0.881042374914983
ELAVL1,0.501110875711476,0.0313286534735866
ELF1,7.81063637709087e-17,1.84517499096231
ELF3,0.000420601961589442,2.06364063775056
ELF4,3.87789460803179e-15,3.05603863648833
ELK1,0.000291971148974627,-1.46510109450747
ELL,0.000114580927424031,0.456607966416321
ELL2,0.422914543874768,0.122839181609436
ELOF1,2.2216419918561e-11,0.694956230673299
ENO1,9.11355735108916e-16,1.08107762139077
EP300,0.422352356709097,-0.0849023343340995
EPAS1,0.0346170565279699,0.448778516073631
EPB41L5,2.07745522703875e-05,-0.573492542323823
EPHA1,0.000232557590786901,1.33568803880238
EPHA2,4.83389685592008e-05,1.63526817262671
EPHA8,1.28631286842668e-05,-3.12163485981629
EPHB1,0.332742555327524,-0.219658241506743
EPM2A,0.0313887697080364,-0.223072911149384
EPN1,0.000520079529220247,-0.540146908796292
EPOR,0.30760892691218,0.310898202206475
EPS15,2.34728213682751e-05,-1.26493532861102
EPS8,2.79873816661651e-10,1.26000626369876
EPS8L3,0.577569328968526,0.470554879935851
EPX,0.150726413888425,1.67812806263224
ERBB2,6.60776613749489e-09,1.56748749927713
ERBB3,0.913027621148042,0.0498784710369939
ERBB4,9.0821670378673e-08,-2.00464786872365
ERCC5,0.262146853933132,-0.115127716078323
ERCC6,0.000106149023397218,-0.645394718345374
ERCC8,4.58290776717749e-06,0.533678158381306
ERG,0.0510927889538368,0.404972665535492
ERGIC3,4.27692081107937e-28,1.52447702513116
ERN1,4.39896732695772e-09,1.07326148583669
ERRFI1,6.78799338871099e-08,0.872448337913433
ESR1,3.17866920322456e-14,2.02281604866714
ESR2,1.2119033278866e-05,1.97622275909212
ETS1,1.18766545040405e-20,1.87217190728864
ETV1,1.24287959184756e-17,1.92396106129432
ETV4,5.77302040751895e-12,3.6383083614198
ETV5,0.000534118734108971,0.881899594664304
EZH2,4.85542065473323e-23,3.91326275342679
F12,0.0134091833669184,0.42477473927055
F2R,9.24822390146669e-38,4.66419362464767
F2RL1,3.60001224929684e-11,3.28644530977564
FADD,8.97663719565725e-21,1.36595583195903
FAF1,0.0347500315700056,-0.143026509751987
FAF2,1.25316176087251e-08,0.546729092035314
FAM188A,2.35828657939639e-05,-1.47697410199245
FANCD2,7.57863957284398e-28,2.73160299017194
FANCI,2.70184397633824e-19,2.39562231637015
FANCL,0.0785571952273709,0.187462507198312
FANCM,0.404884865916798,0.0938638892853394
FASN,2.74398068225805e-05,-1.26217279091072
FBN1,1.50320941765293e-08,1.31988552255383
FBP1,8.57225612434224e-18,3.93482506683951
FBXL12,5.9489437585082e-11,1.21989136312723
FBXL14,0.00020021322978533,-0.383043575739798
FBXL15,1.56185243849471e-05,-1.36373178836155
FBXL17,9.71946860988444e-07,-1.52352587182596
FBXL18,2.18743802806908e-05,-1.00333203608008
FBXL19,0.000158934618498955,-1.21213875254559
FBXL2,2.06165556801873e-05,-2.02449745708809
FBXL22,0.00793689110756093,-0.531493746626911
FBXL3,9.97547233627765e-05,-0.548954190938808
FBXL4,0.0032209462047875,-0.331463423983173
FBXL5,0.0231890696624995,0.169396153225978
FBXL6,5.08464060104121e-08,0.968859723318058
FBXL7,1.80489142300411e-05,1.19724125452564
FBXO10,0.0480390776313957,-0.250619900256346
FBXO11,0.000133849445711912,-0.589599006984358
FBXO15,0.322574799623141,-0.190145518841547
FBXO18,0.0466621679823078,0.172327319214009
FBXO2,2.58076398338407e-06,-2.51482812762683
FBXO21,0.000585128588116323,-0.410911265834915
FBXO22,0.000424069769520905,0.446754004173872
FBXO25,4.44642264826211e-05,-0.676105802794588
FBXO27,1.50937196908072e-08,-2.1905630125285
FBXO28,0.00121832029786955,-0.557613743767135
FBXO3,8.33053615223401e-05,-0.583223262164946
FBXO30,0.0891743697559537,0.144417238385415
FBXO31,1.41856306625759e-07,-0.780009892443733
FBXO32,2.26058931887083e-10,1.46641489744892
FBXO33,9.84334182659136e-05,-1.43401927595772
FBXO34,7.45087781569708e-05,-1.60648300226678
FBXO4,2.29367440621288e-06,1.03197574481443
FBXO40,5.72370064151278e-06,-5.58166796396379
FBXO42,2.48701781468264e-07,0.340716037263675
FBXO44,2.86046258156554e-08,-1.87131528780065
FBXO45,6.7112033501736e-05,-1.10216196820752
FBXO5,5.85919476966205e-20,2.52271394359123
FBXO6,0.0309688108326549,0.277744669823399
FBXO7,0.000637240500532814,0.361758136680159
FBXO8,1.94619150080627e-05,0.535455465253293
FBXO9,0.0034828183818491,-0.691949649325615
FBXW10,0.0112148460463478,0.686702627549288
FBXW11,0.00658754301242444,-0.355888394358676
FBXW12,0.00437858133859452,-1.12020946589752
FBXW2,3.62347060762023e-05,0.303577765452271
FBXW5,0.0572861301945705,0.180933929497389
FBXW7,2.1360989570117e-05,-2.40003983978622
FBXW8,1.1618815159195e-20,1.29829547265465
FCGR2A,1.49815362029681e-20,3.93517013080864
FCGR2B,9.1956794241605e-15,5.11638085658178
FCRL2,9.18059212402672e-05,3.34585511719664
FCRLB,0.00293953759714508,-0.531806913531062
FES,6.98634006472413e-08,1.22886912957435
FEZ1,0.130583985491163,-0.239014239370128
FGD1,0.0446734918614283,-0.243770358705678
FGD3,1.23244754848289e-16,1.90740771770716
FGF12,4.98664575245613e-05,-3.48969454409419
FGFR1,2.91200798939484e-06,1.08825214434205
FGFR2,0.00137161211655147,-0.756586862297119
FGFR3,0.693519607427905,-0.184960514317613
FGFR4,0.622642936081841,0.158639271397597
FGR,3.81619551007576e-08,1.58075558610007
FHL2,0.0415827306444218,-0.399156427828585
FILIP1,0.0829298863904457,-0.588707625803851
FIS1,0.00878505037300983,0.350529760247134
FKBP3,1.2427211607941e-05,-1.01155412249474
FLNA,2.57145429107412e-29,3.30749010478058
FLNB,2.33609722537889e-06,0.910753528723895
FLNC,4.47166799860821e-16,3.53417853222904
FLT1,0.128540570649192,-0.618443345165105
FLT3,4.07576837990348e-06,-2.27599415030651
FN1,1.13166230658975e-17,4.50964526104029
FOS,6.08300389714358e-22,3.99514002000726
FOSL2,0.000216081116276067,0.63651901816834
FOXA1,0.00291422188231435,6.59652491135601
FOXM1,2.52880099395956e-23,5.54281897152635
FOXN2,0.00350946910750699,0.446682913908536
FOXO1,5.51583109177722e-07,1.18643622142367
FOXO3,2.77009620707451e-07,-0.583595899408124
FOXO4,9.51438496605036e-05,-1.29089355261638
FOXP3,0.910554218950644,-0.0568156223861909
FOXR2,0.596629397604024,-1.17056954094801
FRS2,0.308965881834765,0.755746532368747
FUBP1,0.000116599404529498,0.45534398079652
FUS,0.000150769090058489,0.699142101751352
FXR1,0.692375663281686,-0.0270475746173915
FYN,3.09977086416176e-14,0.896194730939701
FZD5,8.44352054637522e-21,2.04846147501651
FZR1,0.544177101121863,0.0711785900698132
GADD45A,4.75505531681173e-17,2.3072776546118
GAN,0.00380302413571784,-0.316987867317266
GATA4,0.000456147730746739,6.86317819313965
GBF1,1.86093115235565e-23,-0.647120130685458
GCM1,7.84259788413846e-08,2.30148059700027
GDF15,0.0162032913397289,6.30143885568269
GEN1,7.90133356862258e-22,1.57368413922465
GFAP,5.20700165401134e-07,1.56331779622399
GFI1,3.21713920811932e-05,2.26441692798723
GGA3,0.000835013743130704,-0.402364616458119
GHR,0.843500701935756,0.0462257790593057
GIPR,0.553362680808236,-1.01933429991635
GJA1,0.75242810183196,-0.0932067010532514
GJB1,0.302207180032357,0.532271227251808
GJB2,5.36495314093845e-05,2.77310846640467
GJD2,7.54387780385849e-05,-3.65113501251457
GKAP1,5.75144049067068e-08,-0.856089136283989
GLI1,0.211046624717067,3.94050352406032
GLI2,4.51228518379248e-05,1.72729028778083
GLI3,0.0225936935055437,0.731745669160802
GLIS3,1.27728818924119e-15,2.16253698529877
GLUD1,1.00914351411879e-05,-0.980732859663735
GLUL,0.122604089338229,-0.277923295746891
GLYR1,0.000940208223913222,-0.168055674274598
GMEB1,0.000933994892903393,0.187590067579132
GMNN,3.03416395496544e-09,1.15798094178464
GMPS,0.00104721167812566,-0.488198107402493
GNAI3,3.57239606799395e-09,1.04683548195058
GNL3,2.72521897930964e-07,0.794735633103429
GNPTAB,4.28913495504501e-05,-0.813448969182378
GOLM1,0.000127511113565434,0.640825910301366
GOPC,0.00379063874161167,-0.478759910948966
GORAB,8.32885645233714e-09,0.985699920409786
GORASP1,8.1994064684236e-07,0.388658107774141
GPR37,0.362481519181809,0.374226197962894
GPR37L1,0.0546229687287031,0.399652880547155
GPX1,1.55940765874492e-27,2.11765137642666
GRB2,0.537693813568667,-0.0463683654721763
GRIA1,0.000282143777507084,-0.631172241505759
GRIK2,1.93229701585036e-05,-1.05401595118692
GRIN1,7.42066421712978e-09,-5.59064426701057
GRIN2D,0.00161484753793785,-0.936876394477116
GRM5,3.14376851574134e-07,-3.83836728037933
GSK3B,7.8963239508312e-06,-0.727168111282122
GSTP1,6.00736704409253e-19,1.04346868991624
GUCD1,7.24397806577795e-11,1.29050230768136
